GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village
sxk8z3,40.921326,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34846,İstanbul,,,Marmara Bölgesi,,Kardeş Sokağı,,Cevizli Mahallesi,,Maltepe,
sxk9zq,41.124573,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34829,İstanbul,,,Marmara Bölgesi,,,,,,Beykoz,Zerzavatçı Mahallesi
sxk99b,41.04767,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34040,İstanbul,Bereç,,Marmara Bölgesi,,Kışla Caddesi,,Muratpaşa Mahallesi,,Bayrampaşa,
sxk3jk,40.98175,28.712769,TR-34,,,,,Cihangir Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34315,İstanbul,,,Marmara Bölgesi,,Reşit Paşa Caddesi,Saklıbutik.com,Ambarlı Mahallesi,,Avcılar,
sxkb8q,40.904846,29.196167,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34870,İstanbul,,,Marmara Bölgesi,,Aslandağı Sokağı,,Esentepe Mahallesi,,Kartal,
sxk9q2,41.003723,29.108276,TR-34,,,,,,,İstanbul Finans Merkezi,Türkiye,tr,,,,,,,,,,,,,,,,,,34760,İstanbul,,,Marmara Bölgesi,,,,Finanskent Mahallesi,,Ümraniye,
sxk3n4,40.970764,28.745728,TR-34,,Avcılar Sosyal Tesisleri,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34315,İstanbul,,,Marmara Bölgesi,,Kemal Sunal Caddesi,,Denizköşkler Mahallesi,,Avcılar,
sxk9g1,41.097107,28.965454,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34408,İstanbul,,,Marmara Bölgesi,,Hasdal Kavşağı,,Hamidiye Mahallesi,,Kâğıthane,
sxk9wh,41.06964,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34766,İstanbul,,,Marmara Bölgesi,,İlham Çıkmazı,,Yeni Mahalle Mahallesi,,Beykoz,
sxk1u4,41.1026,28.306274,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,,,Yeni Mahalle,,Silivri,Gazitepe Mahallesi
sxk9w5,41.064148,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34688,İstanbul,,,Marmara Bölgesi,,Küçüksu Caddesi,,Yeni Mahalle Mahallesi,,Beykoz,
sxk6u1,41.27289,28.657837,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Germe,,34277,İstanbul,,,Marmara Bölgesi,,Sonyaz Sokağı,,,,Arnavutköy,Baklalı Mahallesi
sxk6ry,41.212463,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Işıklar Mahallesi
sxkb3x,40.866394,29.251099,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34890,İstanbul,,,Marmara Bölgesi,,Sahil Bulvarı,,Kaynarca Mahallesi,,Pendik,
sxkd00,41.13556,28.833618,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270,İstanbul,,,Marmara Bölgesi,,,,Yayla Mahallesi,,Sultangazi,
sxk92g,41.020203,28.866577,TR-34,,,Mevlana Camii,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34160,İstanbul,,,Marmara Bölgesi,,Soğanlı Caddesi,,Mareşal Çakmak Mahallesi,,Güngören,
sxk6e6,41.234436,28.624878,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Tayakadın Mahallesi,,Arnavutköy,Baklalı Mahallesi
sxk9qb,41.003723,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,16,,,,,,,,,Mahmut Celalettin Ökten Gençlik Kültür Ve Eğitim Merkezi,34774,İstanbul,,,Marmara Bölgesi,,Server Sokağı,,Tatlısu Mahallesi,,Ümraniye,
sxk6t1,41.228943,28.701782,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283,İstanbul,,,Marmara Bölgesi,,Fatih Caddesi,,Fatih Mahallesi,,Arnavutköy,
sxkdh3,41.141052,29.020386,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34485,İstanbul,,,Marmara Bölgesi,,Fatih Ormanı Piknik Alanı Yolu,,Ayazağa Mahallesi,,Sarıyer,
sxk6sw,41.25641,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,Tayakadın 1 Kavşağı,,Tayakadın Mahallesi,,Arnavutköy,Baklalı Mahallesi
sxk1rq,41.036682,28.449097,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34534,İstanbul,,,Marmara Bölgesi,,,,Kamiloba Mahallesi,,Büyükçekmece,
sxk9f8,41.091614,28.943481,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34060,İstanbul,,,Marmara Bölgesi,,2. Çevre Yolu,,5. Levent Mahallesi,,Eyüpsultan,
sxk935,41.020203,28.877563,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34165,İstanbul,,,Marmara Bölgesi,,Yeşil Yurt Sokağı,,Sanayi Mahallesi,,Güngören,
sxkc81,41.05316,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34782,İstanbul,,,Marmara Bölgesi,,Durmuşoğlu Caddesi,,Merkez Mahallesi,,Çekmeköy,
sxk90h,40.98175,28.833618,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34149,İstanbul,,,Marmara Bölgesi,,Yeni Havaalanı Caddesi,,Yeşilköy Mahallesi,,Bakırköy,
sxk9kw,41.036682,29.031372,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34674,İstanbul,,,Marmara Bölgesi,,Tufan Sokağı,,Kuzguncuk Mahallesi,,Üsküdar,
sxk3w1,41.05316,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34303,İstanbul,,,Marmara Bölgesi,,Kurşun Sokağı,,Yarımburgaz Mahallesi,,Küçükçekmece,
sxkdhv,41.163025,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34453,İstanbul,,,Marmara Bölgesi,,Topçu Karakol Sokağı,,Büyükdere Mahallesi,,Sarıyer,
sxk9xc,41.05316,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34782,İstanbul,,,Marmara Bölgesi,,Beyzade Çıkmazı,,Merkez Mahallesi,,Çekmeköy,
sxk38t,41.075134,28.504028,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537,İstanbul,,,Marmara Bölgesi,,Bend Caddesi,,,,Çatalca,Muratbey Merkez Mahallesi
sxk968,41.003723,28.943481,TR-34,,Cerrahpaşa Tıp Fakültesi,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34098,İstanbul,Yenikapı,,Marmara Bölgesi,,Abacı Mahmut Sokağı,,Aksaray Mahallesi,,Fatih,
sxk33u,41.025696,28.55896,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,Solmaz,,,,,34535,İstanbul,,,Marmara Bölgesi,,Çatalca Yolu Caddesi,,Ulus Mahallesi,,Büyükçekmece,
sxkb6t,40.855408,29.295044,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34947,İstanbul,,,Marmara Bölgesi,,Şengül Sokak,,Aydıntepe Mahallesi,,Tuzla,
sxk975,41.020203,28.965454,TR-34,,Eminönü Peron,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34134,İstanbul,,,Marmara Bölgesi,,Ragip Gümüşpala Caddesi,,Sarıdemir Mahallesi,,Fatih,
sxk336,41.01471,28.536987,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34535,İstanbul,,,Marmara Bölgesi,,,,Murat Çesme Mahallesi,,Büyükçekmece,
sxk9dz,41.08612,28.954468,TR-34,,İETT Çobançeşme Garajı,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34060,İstanbul,,,Marmara Bölgesi,,Baki Sokağı,,Güzeltepe Mahallesi,,Eyüpsultan,
sxk33v,41.03119,28.55896,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34535,İstanbul,,,Marmara Bölgesi,,,,Ulus Mahallesi,,Büyükçekmece,
sxk98s,41.06964,28.85559,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34218,İstanbul,,,Marmara Bölgesi,,2200. Sokak,,100. Yıl Mahallesi,,Bağcılar,
sxk3sg,41.064148,28.690796,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34488,İstanbul,,,Marmara Bölgesi,Badem 05,Sığırcık Sokağı,,Bahçeşehir 1. Kısım Mahallesi,,Başakşehir,
sxk94q,40.992737,28.932495,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34020,İstanbul,,,Marmara Bölgesi,,Kennedy Caddesi,,Yedikule Mahallesi,,Fatih,
sxk4xb,41.22345,28.47107,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Eski Edirne Asfaltı Caddesi,,,,Çatalca,Oklalı Mahallesi
sxk3z6,41.1026,28.80066,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480,İstanbul,Metrokent,,Marmara Bölgesi,,Şeyh Şamil Caddesi,,Başak Mahallesi,,Başakşehir,
sxk3hz,40.99823,28.690796,TR-34,,,,,Cihangir Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34310,İstanbul,,,Marmara Bölgesi,,Kemal Türkler Sokağı,,,,Avcılar,
sxkc1e,40.976257,29.251099,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34887,İstanbul,,,Marmara Bölgesi,,,,Osmangazi Mahallesi,,Sancaktepe,
sxkd2f,41.19049,28.866577,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34077,İstanbul,,,Marmara Bölgesi,,D020,,Göktürk Merkez Mahallesi,,Eyüpsultan,
sxk9jh,40.98175,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,8,,,,,,,,,,34724,İstanbul,,,Marmara Bölgesi,,Gedikli Sokağı,,Feneryolu Mahallesi,,Kadıköy,
sxkb9h,40.89386,29.229126,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34893,İstanbul,,,Marmara Bölgesi,,,,Yeşilbağlar Mahallesi,,Pendik,
sxk3ze,41.108093,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480,İstanbul,Metrokent,,Marmara Bölgesi,,Reşat Nuri Güntekin Caddesi,,Başak Mahallesi,,Başakşehir,
sxkbsm,40.899353,29.371948,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956,İstanbul,,,Marmara Bölgesi,,Nilay Sokak,,Orta Mahallesi,,Tuzla,
sxk6fb,41.267395,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,D020,,,,Arnavutköy,Boyalık Mahallesi
sxk9hq,40.992737,29.020386,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,Kadıköy Turyol İskelesi,,,,,34710,İstanbul,,,Marmara Bölgesi,,Rıhtım Caddesi,,Caferağa Mahallesi,,Kadıköy,
sxk3bt,41.11908,28.504028,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Çatalca Çevreyolu,,Ferhatpaşa Mahallesi,,Çatalca,
sxk3w4,41.058655,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34307,İstanbul,,,Marmara Bölgesi,,2401. Sokak,,Yarımburgaz Mahallesi,,Küçükçekmece,
sxk9k2,41.003723,29.020386,TR-34,,Sağlık Bilimleri Üniversitesi Hamidiye Yerleşkesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34668,İstanbul,,,Marmara Bölgesi,,Tıbbiye Caddesi,,Selimiye Mahallesi,,Üsküdar,
sx7cxk,41.06964,28.097534,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,İSKİ Çanta İleri Biyolojik Atık Su Arıtma Tesisi,,,,,34580,İstanbul,,,Marmara Bölgesi,,D110,,Çanta Sancaktepe Mahallesi,,Silivri,
sxk326,41.01471,28.493042,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34530,İstanbul,,,Marmara Bölgesi,,,,Bahçelievler Mahallesi,,Büyükçekmece,
sxk92q,41.036682,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34212,İstanbul,,,Marmara Bölgesi,,Ahmet Kabaklı Caddesi,Çınar giyim,Kirazlı Mahallesi,,Bağcılar,
sxk9ez,41.08612,28.998413,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34413,İstanbul,,,Marmara Bölgesi,,Kıvılcım Sokağı,,Çeliktepe Mahallesi,,Kâğıthane,
sxk9rc,41.009216,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34776,İstanbul,,,Marmara Bölgesi,,Kıvanç Sokağı,,Esenşehir Mahallesi,,Ümraniye,
sxk9nz,40.99823,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34774,İstanbul,,,Marmara Bölgesi,,TEM Yan Yol,,Tatlısu Mahallesi,,Ümraniye,
sx7ck9,41.009216,27.976685,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,,,,,Marmara Bölgesi,,,,Cedit Ali Paşa Mahallesi,,Marmaraereğlisi,Sultanköy Mahallesi
sxk8z1,40.921326,29.141235,TR-34,,,Mangır Apartmanı,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34844,İstanbul,,,Marmara Bölgesi,,Özcan Sokağı,,Bağlarbaşı Mahallesi,,Maltepe,
sxk6m3,41.184998,28.712769,TR-34,,,,,Taşoluk Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283,İstanbul,,,Marmara Bölgesi,,,,Taşoluk,,Arnavutköy,
sxkbg6,40.92682,29.328003,TR-34,,Türk-Japon Üniversitesi Ormanı,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34906,İstanbul,,,Marmara Bölgesi,,E-80 Bağlantı Yolu,,Sanayi Mahallesi,,Pendik,
sxk3r5,41.020203,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,263/2,,,,,,,,,,34295,İstanbul,,,Marmara Bölgesi,,2012. Sokak,,Söğütlü Çeşme Mahallesi,,Küçükçekmece,
sxk3js,40.98175,28.723755,TR-34,,Günışığı Kitap Kafe,,,Cihangir Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34310,İstanbul,,,Marmara Bölgesi,,Çiğdem Caddesi,,Merkez Mahallesi,,Avcılar,
sxkb8h,40.89386,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34860,İstanbul,,,Marmara Bölgesi,,Nil Sokağı,,Yukarı Mahallesi,,Kartal,
sxk3f5,41.108093,28.569946,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,Karaağaç Mahallesi,,Büyükçekmece,
sxkbgr,40.954285,29.328003,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Pendik,Kurna Mahallesi
sxkc2c,41.009216,29.21814,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34785,İstanbul,,,Marmara Bölgesi,,Can Caddesi,,Atatürk Mahallesi,,Sancaktepe,
sxk3zh,41.113586,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480,İstanbul,Onurkent,,Marmara Bölgesi,,Şehzade Sokak,,Başakşehir Mahallesi,,Başakşehir,
sxk9m5,41.020203,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34696,İstanbul,,,Marmara Bölgesi,,,,Küçük Çamlıca Mahallesi,,Üsküdar,
sxk61q,41.168518,28.536987,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Çatalca,Nakkaş Mahallesi
sxk3bf,41.1026,28.515015,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537,İstanbul,,,Marmara Bölgesi,,,,,,Büyükçekmece,Ahmediye Mahallesi
sxk1t9,41.05316,28.372192,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590,İstanbul,,,Marmara Bölgesi,,,,Selimpaşa Mahallesi,,Silivri,
sxk9p8,40.959778,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34854,İstanbul,,,Marmara Bölgesi,,Büyükbakkalköy-Başıbüyük Bağlantı Yolu Sokağı,,Başıbüyük Mahallesi,,Maltepe,
sxkd46,41.146545,28.932495,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075,İstanbul,,,Marmara Bölgesi,,Kemerburgaz Caddesi,,Mimar Sinan Mahallesi,,Eyüpsultan,
sxk90s,40.98175,28.85559,TR-34,,,Novus,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34158,İstanbul,,,Marmara Bölgesi,,Kilitbahir Sokağı,,Ataköy 3-4-11. Kısım Mahallesi,,Bakırköy,
sxkc63,41.009216,29.284058,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916,İstanbul,,,Marmara Bölgesi,,Kurnaköy-Ömerli Yolu,,,,Pendik,Kurtdoğmuş Mahallesi
sxkc5p,40.99823,29.317017,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916,İstanbul,,,Marmara Bölgesi,,Kurnaköy-Ömerli Yolu,,,,Pendik,Emirli Mahallesi
sxkbhk,40.80597,29.371948,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41420,Kocaeli,,,Marmara Bölgesi,,,,Emek Mahallesi,,Darıca,
sxk967,41.020203,28.932495,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34093,İstanbul,,,Marmara Bölgesi,,Tatlı Pınar Caddesi,Fikir Copy Center ve Kırtasiye,Topkapı Mahallesi,,Fatih,
sx7czw,41.124573,28.10852,TR-34,,,,,,,,Türkiye,tr,,,,Tüccar Kemal'in Çiftliği,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,D567,,,,Silivri,Çeltik Mahallesi
sxk3py,40.992737,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34158,İstanbul,,,Marmara Bölgesi,,Çobançeşme Kavşağı,,Ataköy 7-8-9-10. Kısım Mahallesi,,Bakırköy,
sx7fpz,41.17401,28.119507,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,Orman Yangını Önleme Şeridi,,,,Silivri,Seymen Mahallesi
sxkdjn,41.168518,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Merkez,,34450,İstanbul,,,Marmara Bölgesi,,Yurt Çıkmazı,,Merkez Mahallesi,,Sarıyer,
sxk9m9,41.009216,29.075317,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34697,İstanbul,,,Marmara Bölgesi,,Zaferler Sokağı,Aynur Aydınlatma,Cumhuriyet Mahallesi,,Üsküdar,
sxk33d,41.01471,28.547974,TR-34,,,Park Antik Bahce Mobilyalari,,,,,Türkiye,tr,,,,,,,,92,,,,,,,,,,34535,İstanbul,,,Marmara Bölgesi,,Londra Asfaltı,,Mimarsinan Mahallesi,,Büyükçekmece,
sxk3rs,41.025696,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34197,İstanbul,,,Marmara Bölgesi,,Basın Ekspress Yolu,,15 Temmuz Mahallesi,,Bağcılar,
sxk9re,41.020203,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34773,İstanbul,Dudullu,,Marmara Bölgesi,,,,Aşağı Dudullu Mahallesi,,Ümraniye,
sxk69f,41.234436,28.55896,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kızılcaali Mahallesi
sx7fwj,41.250916,28.042603,TR-34,,,,,İstasyon Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,34594,İstanbul,,,Marmara Bölgesi,Çerkezköy,D567,,Cumhuriyet Mahallesi,,Çerkezköy,Büyük Çavuşlu Mahallesi
sxk3rx,41.042175,28.811646,TR-34,,,Taner Triko,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34212,İstanbul,,,Marmara Bölgesi,,1507. Sokak,,15 Temmuz Mahallesi,,Bağcılar,
sxk9q6,41.01471,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34760,İstanbul,,,Marmara Bölgesi,,Latif Sokağı,,Atakent Mahallesi,,Ümraniye,
sxk995,41.064148,28.877563,TR-34,,,,,15 Temmuz Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34235,İstanbul,,,Marmara Bölgesi,,,,15 Temmuz,,Esenler,
sxk9mc,41.009216,29.086304,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34704,İstanbul,,,Marmara Bölgesi,,İbrahim Müteferrika Caddesi,,Esatpaşa Mahallesi,,Ataşehir,
sxk6pw,41.168518,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285,İstanbul,,,Marmara Bölgesi,,,,Boğazköy İstiklal Mahallesi,,Arnavutköy,
sxk9hw,40.992737,29.031372,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34716,İstanbul,Yeldeğirmeni,,Marmara Bölgesi,,Hayrullah Efendi Sokağı,,Rasimpaşa Mahallesi,,Kadıköy,
sxk92j,41.03119,28.833618,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34212,İstanbul,,,Marmara Bölgesi,,,,Güneşli Mahallesi,,Bağcılar,
sxk9nk,40.98175,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34750,İstanbul,Üçdutlar,,Marmara Bölgesi,,,,Küçükbakkalköy Mahallesi,,Ataşehir,
sxk9br,41.130066,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270,İstanbul,,,Marmara Bölgesi,,,,Habibler Mahallesi,,Sultangazi,
sxk9b7,41.108093,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480,İstanbul,,,Marmara Bölgesi,,Arnavutköy Habipler Yolu,,Başak Mahallesi,,Başakşehir,
sxk652,41.13556,28.624878,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555,İstanbul,,,Marmara Bölgesi,,Hadımköy-İstanbul Caddesi,,Ömerli Mahallesi,,Arnavutköy,
sxk8yq,40.94879,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34840,İstanbul,Küçükyalı,,Marmara Bölgesi,,Gümüşçü Sokağı,,Küçükyalı Merkez Mahallesi,,Maltepe,
sxk903,40.96527,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34149,İstanbul,,,Marmara Bölgesi,,,,Yeşilyurt Mahallesi,,Bakırköy,
sxk3ce,41.108093,28.547974,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Bahşayiş Mahallesi
sxk9dx,41.08612,28.943481,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34060,İstanbul,,,Marmara Bölgesi,,Atatürk Caddesi,,Alibeyköy Mahallesi,,Eyüpsultan,
sxk8z6,40.92682,29.152222,TR-34,,,RS Binası,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Karayemiş Sokağı,,Gülsuyu Mahallesi,,Maltepe,
sxk98q,41.080627,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34235,İstanbul,,,Marmara Bölgesi,,Mahmutbey Caddesi,,Oruçreis Mahallesi,,Esenler,
sxk3yg,41.108093,28.778687,TR-34,,Başakşehir Çam ve Sakura Şehir Hastanesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480,İstanbul,,,Marmara Bölgesi,,Gazi Mustafa Kemal Bulvarı,,Başakşehir Mahallesi,,Başakşehir,
sxk9vq,41.124573,29.064331,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34464,İstanbul,,,Marmara Bölgesi,,Kumsuyu Özgür Sokağı,,Yeniköy Mahallesi,,Sarıyer,
sxk9q5,41.020203,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34762,İstanbul,,,Marmara Bölgesi,,Doğa Sok.,,İstiklal Mahallesi,,Ümraniye,
sxk3xq,41.080627,28.80066,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,Esenler Sanayi Sitesi,,,,,,,,,34490,İstanbul,,,Marmara Bölgesi,,,,İkitelli OSB Mahallesi,,Başakşehir,
sxkd8k,41.245422,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Odayeri Mahallesi
sxk963,41.009216,28.932495,TR-34,,Emrullah Efendi Otoparkı,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34098,İstanbul,,,Marmara Bölgesi,,Emrullah Efendi Sokağı,,Seyyid Ömer Mahallesi,,Fatih,
sxk37r,41.042175,28.624878,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500,İstanbul,,,Marmara Bölgesi,,,,Çakmaklı Mahallesi,,Büyükçekmece,
sxk6ss,41.245422,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Tayakadın Mahallesi,,Arnavutköy,Baklalı Mahallesi
sxkdhb,41.13556,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34457,İstanbul,,,Marmara Bölgesi,,,,Ferahevler Mahallesi,,Sarıyer,
