GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village,data_amount
sxk988,41.04767,28.85559,TR-34,,Alaattin Nilüfer Kadayıfçıoğlu Mesleki veTeknik Anadolu Lisesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34200.0,İstanbul,,,Marmara Bölgesi,,2083. Sokak,,Fevzi Çakmak Mahallesi,,Bağcılar,,28485
sxk923,41.009216,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34188.0,İstanbul,Üçevler,,Marmara Bölgesi,,Konak Sokağı,,Kocasinan Merkez Mahallesi,,Bahçelievler,,28485
sxk6q5,41.195984,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34275.0,İstanbul,,,Marmara Bölgesi,,,,İslambey Mahallesi,,Arnavutköy,,27501
sxk6x1,41.228943,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Bolluca,,34287.0,İstanbul,,,Marmara Bölgesi,,Mavigöl Caddesi,,Bolluca Mahallesi,,Arnavutköy,,27690
sxkb8p,40.91034,29.18518,TR-34,,Emrullah Turanlı Çocuk Yuvası,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34870.0,İstanbul,,,Marmara Bölgesi,,Canakkale Caddesi,,Esentepe Mahallesi,,Kartal,,28472
sxk98d,41.058655,28.85559,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34235.0,İstanbul,,,Marmara Bölgesi,,,,Turgut Reis Mahallesi,,Esenler,,28489
sxkc92,41.04767,29.240112,TR-34,,Alemdağ Eczanesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34794.0,İstanbul,,,Marmara Bölgesi,,Reşadiye Caddesi,,Alemdağ Mahallesi,,Çekmeköy,,28421
sx7cwd,41.058655,28.064575,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34588.0,İstanbul,,,Marmara Bölgesi,,Buğdaylı Sokak,,Gümüşyaka Mahallesi,,Silivri,,28270
sxkdh5,41.15204,29.0094,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34453.0,İstanbul,,,Marmara Bölgesi,,Büyükdere Bahçeköy Yolu,,PTT Evleri Mahallesi,,Sarıyer,,26726
sxk6mt,41.20697,28.723755,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34283.0,İstanbul,,,Marmara Bölgesi,,,,Mareşal Fevzi Çakmak Mahallesi,,Arnavutköy,,28453
sxk393,41.05316,28.536987,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537.0,İstanbul,,,Marmara Bölgesi,,,,Hürriyet Mahallesi,,Büyükçekmece,,28428
sx7cwv,41.075134,28.075562,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34580.0,İstanbul,,,Marmara Bölgesi,,,,Çanta Balaban Mahallesi,,Silivri,,28322
sxk3xt,41.075134,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34490.0,İstanbul,,,Marmara Bölgesi,,,,İkitelli OSB Mahallesi,,Başakşehir,,28503
sxk3ff,41.1026,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,,,Karaağaç Mahallesi,,Büyükçekmece,,28478
sxk40n,41.168518,28.130493,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Seymen Mahallesi,28448
sxk3s9,41.05316,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34510.0,İstanbul,,,Marmara Bölgesi,,Yasemin Sokağı,,Ardıçlı Mahallesi,,Esenyurt,,28503
sxk9rq,41.036682,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34773.0,İstanbul,,,Marmara Bölgesi,,,,Merkez Mahallesi,,Çekmeköy,,28501
sxk96r,41.042175,28.932495,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34050.0,İstanbul,,,Marmara Bölgesi,,Baba Haydar Camii Sokağı,,Nişancı Mahallesi,,Eyüpsultan,,28478
sxk9ds,41.06964,28.943481,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34050.0,İstanbul,,,Marmara Bölgesi,,,,Sakarya Mahallesi,,Eyüpsultan,,28494
sxk3qc,41.009216,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34290.0,İstanbul,,,Marmara Bölgesi,,Dr. Sadık Ahmet Caddesi,,Kanarya Mahallesi,,Küçükçekmece,,28467
sxk67d,41.19049,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Eski Edirne Asfaltı Caddesi,,,,Arnavutköy,Dursunköy Mahallesi,27684
sx7chk,40.98175,27.965698,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,,,,,Marmara Bölgesi,,,,Kamaradere Mahallesi,,Marmaraereğlisi,,28387
sxkc3h,41.025696,29.229126,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34788.0,İstanbul,,,Marmara Bölgesi,,Burcu Sokağı,,Cumhuriyet Mahallesi,,Çekmeköy,,28487
sxk990,41.04767,28.877563,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34230.0,İstanbul,Atışalanı,,Marmara Bölgesi,,Avrupa Otoyolu,,Birlik Mahallesi,,Esenler,,28506
sxk3wf,41.058655,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34307.0,İstanbul,,,Marmara Bölgesi,,,,Atakent Mahallesi,,Küçükçekmece,,28255
sx7cmw,41.036682,28.02063,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34588.0,İstanbul,,,Marmara Bölgesi,,Çal Sokak,,Gümüşyaka Mahallesi,,Silivri,,28423
sx7cw3,41.05316,28.053589,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34588.0,İstanbul,,,Marmara Bölgesi,,Kirişhane Caddesi,,Gümüşyaka Mahallesi,,Silivri,,28409
sxkd2g,41.195984,28.866577,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34077.0,İstanbul,,,Marmara Bölgesi,,D020,,Göktürk Merkez Mahallesi,,Eyüpsultan,,28486
sxk3ph,40.98175,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34153.0,İstanbul,,,Marmara Bölgesi,,Florya Atatürk Ornanı İç Yolu,,Basınköy Mahallesi,,Bakırköy,,27805
sxk8zt,40.9433,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34852.0,İstanbul,,,Marmara Bölgesi,,,,Zümrütevler Mahallesi,,Maltepe,,27867
sxkd7z,41.217957,28.998413,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450.0,İstanbul,,,Marmara Bölgesi,,,,Uskumruköy Mahallesi,,Sarıyer,,28348
sx7fpd,41.146545,28.10852,TR-34,,,,,,,,Türkiye,tr,,,,Tüccar Kemal'in Çiftliği,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,D567,,,,Silivri,Çeltik Mahallesi,21897
sxk1bd,41.1026,28.152466,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Semizkumlar Mahallesi,,Silivri,Alipaşa Mahallesi,28402
sxk9kt,41.03119,29.031372,TR-34,,,,,,,,Türkiye,tr,,,,,,,İcadiye Dağ Hamamı,,,,,,,,,,,34674.0,İstanbul,Fıstıkağacı,,Marmara Bölgesi,,İcadiye Hamamı Sokağı,,İcadiye Mahallesi,,Üsküdar,,26160
sxk4rq,41.212463,28.449097,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,Gökçeali Caddesi,,,,Çatalca,Subaşı Mahallesi,24772
sxk3xu,41.06964,28.822632,TR-34,,,,,,,İSTOÇ,Türkiye,tr,,,,,,,,,,,,,,,,,,34218.0,İstanbul,,,Marmara Bölgesi,,2444. Sokak,,Mahmutbey Mahallesi,,Bağcılar,,28403
sxk9v1,41.097107,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34470.0,İstanbul,,,Marmara Bölgesi,,,,Baltalimanı Mahallesi,,Sarıyer,,28277
sxk4rt,41.20697,28.460083,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,Sivrikaya Sokak,,,,Çatalca,Subaşı Mahallesi,27337
sxk9qf,41.01471,29.130249,TR-34,,,27,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34774.0,İstanbul,,,Marmara Bölgesi,,Türkgücü Sokağı,,Çakmak Mahallesi,,Ümraniye,,28470
sx7fmj,41.20697,27.998657,TR-34,,,,,Kızılpınar Atatürk Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Çorlu,,,,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,,,Silivri,Büyük Çavuşlu Mahallesi,28463
sxk9tt,41.075134,29.075317,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34810.0,İstanbul,,,Marmara Bölgesi,,,,Yeni Mahalle Mahallesi,,Beykoz,,28388
sxk9ej,41.075134,28.965454,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34406.0,İstanbul,,,Marmara Bölgesi,,,,Nurtepe Mahallesi,,Kâğıthane,,28486
sxk9s1,41.05316,29.0094,TR-34,,,,,,,,Türkiye,tr,,,,,,Yıldız Teknik Üniversitesi,,,,,,,,,,,,34347.0,İstanbul,,,Marmara Bölgesi,,Balmumcu Kavşağı,,Yıldız Mahallesi,,Beşiktaş,,28490
sxkcu8,41.091614,29.382935,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34799.0,İstanbul,,,Marmara Bölgesi,,Şile Yolu,,Ömerli Mahallesi,,Çekmeköy,Koçullu Mahallesi,27856
sx7fw8,41.22345,28.064575,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,D567,,,,Silivri,Büyük Çavuşlu Mahallesi,28403
sxkdqj,41.20697,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450.0,İstanbul,,,Marmara Bölgesi,,,,,,Sarıyer,Garipçe Mahallesi,28481
sx7fv7,41.283875,28.009644,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500.0,,,,Marmara Bölgesi,Çerkezköy,,,Fatih Mahallesi,,Çerkezköy,,28387
sxk1zz,41.130066,28.47107,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Ali Çavuş Sokağı,,Ferhatpaşa Mahallesi,,Çatalca,,28292
sxk3pq,40.992737,28.80066,TR-34,Apron V,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34149.0,İstanbul,,,Marmara Bölgesi,,D100,,Yeşilköy Mahallesi,,Bakırköy,,28471
sxk9tn,41.080627,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34342.0,İstanbul,Aşiyan,,Marmara Bölgesi,,Cevdetpaşa Caddesi,,Bebek Mahallesi,,Beşiktaş,,27488
sx7fwn,41.25641,28.042603,TR-34,,,,,İstasyon Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,34594.0,İstanbul,,,Marmara Bölgesi,Çerkezköy,D567,,Cumhuriyet Mahallesi,,Çerkezköy,Büyük Çavuşlu Mahallesi,28198
sxkdqn,41.212463,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Sarıyer,Garipçe Mahallesi,28446
sxk32c,41.009216,28.515015,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34530.0,İstanbul,,,Marmara Bölgesi,,,,Güzelce Mahallesi,,Büyükçekmece,,28473
sx7cze,41.108093,28.10852,TR-34,,,,,,,,Türkiye,tr,,,,Yaşarbey Çiftliği,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,D567,,,,Silivri,Çeltik Mahallesi,23805
sxk655,41.15204,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555.0,İstanbul,,,Marmara Bölgesi,,,,Hastane Mahallesi,,Arnavutköy,,28419
sxhzvt,40.767517,29.42688,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41700.0,Kocaeli,,,Marmara Bölgesi,,,,,,Gebze,Eskihisar Mahallesi,28451
sxkdnb,41.13556,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34820.0,İstanbul,,,Marmara Bölgesi,,,,Elmalı Mahallesi,,Beykoz,,27954
sxk9kz,41.042175,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34676.0,İstanbul,,,Marmara Bölgesi,,,,Beylerbeyi Mahallesi,,Üsküdar,,28493
sxk6nu,41.15753,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277.0,İstanbul,,,Marmara Bölgesi,,Eski Edirne Asfaltı Caddesi,,Arnavutköy Merkez Mahallesi,,Arnavutköy,Hacımaşlı Mahallesi,28467
sxk9zn,41.124573,29.141235,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34829.0,İstanbul,,,Marmara Bölgesi,,,,Elmalı Mahallesi,,Beykoz,,28099
sx7chw,40.992737,27.976685,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,BOTAŞ LNG İşletme Müdürlüğü,,,,,,,,,,,,,Marmara Bölgesi,,,,Kamaradere Mahallesi,,Marmaraereğlisi,,28441
sxk9ye,41.108093,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34800.0,İstanbul,,,Marmara Bölgesi,,64. Sokak,,Acarlar Mahallesi,,Beykoz,,28355
sxkdpz,41.17401,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34829.0,İstanbul,,,Marmara Bölgesi,,,,,,Beykoz,Anadolufeneri Mahallesi,26161
sx7fvr,41.305847,28.009644,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500.0,,,,Marmara Bölgesi,Çerkezköy,,,Bağlık Mahallesi,,Çerkezköy,,28373
sxk929,41.009216,28.85559,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34180.0,İstanbul,Camlıkahve,,Marmara Bölgesi,,Serdar Sokağı,,Soğanlı Mahallesi,,Bahçelievler,,28464
sxkcdh,41.06964,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34794.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Ömerli Mahallesi,,Çekmeköy,,28490
sxk4px,41.17401,28.460083,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Kaleiçi Mahallesi,,Çatalca,,28414
sxk90p,40.99823,28.833618,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34196.0,İstanbul,,,Marmara Bölgesi,,Kaynarca Sokağı,,Çobançeşme Mahallesi,,Bahçelievler,,28487
sxk9c7,41.108093,28.88855,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34265.0,İstanbul,,,Marmara Bölgesi,,,,Esentepe Mahallesi,,Sultangazi,,28244
sxk407,41.15204,28.14148,TR-34,,,,,,,,Türkiye,tr,,,,Ovalı Çiftliği,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Seymen Mahallesi,28473
sx7fw9,41.228943,28.064575,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Büyük Çavuşlu Mahallesi,28367
sxk9q8,41.003723,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34760.0,İstanbul,,,Marmara Bölgesi,,Mecidiye Sokağı,,Finanskent Mahallesi,,Ümraniye,,28505
sxk6xe,41.23993,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,,,,,Eyüpsultan,Işıklar Mahallesi,28490
sxk9jf,40.970764,29.086304,TR-34,,,Parlar-Başoğlu Apartmanı,,,,,Türkiye,tr,,,,,,,,no:15,,,,,,,,,,34736.0,İstanbul,Kazasker,,Marmara Bölgesi,,Sinan Ercan Caddesi,,19 Mayıs Mahallesi,,Kadıköy,,28394
sxkbe4,40.882874,29.317017,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34906.0,İstanbul,,,Marmara Bölgesi,,Havaalanı 1. Kavşağı,,Sanayi Mahallesi,,Pendik,,28478
sxk8yv,40.9433,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34852.0,İstanbul,,,Marmara Bölgesi,,Büyükyalı Kavşağı,,Girne Mahallesi,,Maltepe,,28509
sxk675,41.195984,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Dursunköy Mahallesi,28200
sxk91x,40.99823,28.899536,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34025.0,İstanbul,,,Marmara Bölgesi,,Yeşilyol C Sokağı,Alshahbaa market,Çırpıcı Mahallesi,,Zeytinburnu,,28467
sxk96t,41.03119,28.943481,TR-34,,Hammami Muhiyiddin Cami,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34087.0,İstanbul,,,Marmara Bölgesi,,Kesmekaya Caddesi,,Ayvansaray Mahallesi,,Fatih,,28415
sxk66u,41.201477,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Yassıören Mahallesi,21344
sxkbfc,40.921326,29.30603,TR-34,,,D Blok,,,,,Türkiye,tr,,,,,,,,7/4,,,,,,,,,,34912.0,İstanbul,,,Marmara Bölgesi,Sağlam Bahçe Evleri,Sağlam Bahçe Evleri,,Yenişehir Mahallesi,,Pendik,,28428
sxkde8,41.22345,28.987427,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Uskumruköy Mahallesi,,Sarıyer,,28497
sxk8zx,40.954285,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34854.0,İstanbul,,,Marmara Bölgesi,,Büyükbakkalköy Yolu,,Başıbüyük Mahallesi,,Maltepe,,27622
sxk96u,41.025696,28.954468,TR-34,,Deniz Büfe,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34083.0,İstanbul,Küçükmustafapaşa,,Marmara Bölgesi,,Dinibütün Sokağı,,Yavuz Sultan Selim Mahallesi,,Fatih,,28459
sxkd1w,41.168518,28.899536,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34077.0,İstanbul,,,Marmara Bölgesi,Kemer Country Kemerboyu - Yalı Konakları,Kemer Boyu Yolu Sokağı,,Göktürk Merkez Mahallesi,,Eyüpsultan,,27540
sxk39n,41.080627,28.526001,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537.0,İstanbul,,,Marmara Bölgesi,,,,,,Büyükçekmece,Ahmediye Mahallesi,27658
sxkc29,41.009216,29.207153,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34785.0,İstanbul,,,Marmara Bölgesi,,Nimet Sokağı,,Meclis Mahallesi,,Sancaktepe,,28501
sxk93f,41.01471,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34015.0,İstanbul,,,Marmara Bölgesi,,,,Merkezefendi Mahallesi,,Zeytinburnu,,28501
sxk9jx,40.99823,29.075317,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34704.0,İstanbul,,,Marmara Bölgesi,,Somuncubaba Sokağı,,Fetih Mahallesi,,Ataşehir,,28487
sxk9w0,41.04767,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34766.0,İstanbul,,,Marmara Bölgesi,,Malatya Caddesi,,Dumlupınar Mahallesi,,Ümraniye,,28300
sxk3kx,41.042175,28.67981,TR-34,,Yenikent İlkokulu,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34510.0,İstanbul,,,Marmara Bölgesi,,662. Sokak,,Yenikent Mahallesi,,Esenyurt,,28482
sxk979,41.009216,28.987427,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34122.0,İstanbul,,,Marmara Bölgesi,,Kennedy Caddesi,,Cankurtaran Mahallesi,,Fatih,,28099
sxkbj8,40.783997,29.42688,TR-41,,,,,Barış Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41400.0,Kocaeli,,,Marmara Bölgesi,,,,Barış,,Gebze,,28458
sxk37d,41.01471,28.635864,TR-34,,,Demir Romance,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34520.0,İstanbul,,,Marmara Bölgesi,,Fedakar Sokak,,Cumhuriyet Mahallesi,,Beylikdüzü,,28484
sxk3gb,41.091614,28.64685,TR-34,,Atakoruluğu,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34488.0,İstanbul,Hoşdere,,Marmara Bölgesi,,Esenyurt Hadımköy Yolu,,Bahçeşehir 2. Kısım Mahallesi,,Başakşehir,,28182
sxk68c,41.228943,28.515015,TR-34,,,,,,,,Türkiye,tr,,,,Hanice Çiftlik,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,D020,,,,Çatalca,Örcünlü Mahallesi,27558
sxk9su,41.06964,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34345.0,İstanbul,,,Marmara Bölgesi,,Oğul Sokağı,,Arnavutköy Mahallesi,,Beşiktaş,,27877
sxk3qg,41.020203,28.778687,TR-34,,Hacı İzet Taş Camii,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34303.0,İstanbul,Halkalı,,Marmara Bölgesi,,Şehit Erdinç Duran Caddesi,,İstasyon Mahallesi,,Küçükçekmece,,28465
sxk9g3,41.097107,28.97644,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34408.0,İstanbul,,,Marmara Bölgesi,,,,Hamidiye Mahallesi,,Kâğıthane,,28489
sxk9bc,41.097107,28.866577,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34265.0,İstanbul,,,Marmara Bölgesi,,2121. Sokak,,Uğur Mumcu Mahallesi,,Sultangazi,,28388
sxk8z9,40.921326,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34846.0,İstanbul,,,Marmara Bölgesi,,Ankara Asfaltı,,Cevizli Mahallesi,,Maltepe,,28505
sxk904,40.970764,28.833618,TR-34,Apron Y,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34149.0,İstanbul,,,Marmara Bölgesi,,Yeni Havaalanı Caddesi,,Yeşilköy Mahallesi,,Bakırköy,,28443
sxk9uv,41.11908,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34460.0,İstanbul,,,Marmara Bölgesi,,,,Poligon Mahallesi,,Sarıyer,,28151
sxkbm6,40.83893,29.415894,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41435.0,Kocaeli,,,Marmara Bölgesi,,Yumrukaya Park Alanı,,Akse Mahallesi,,Çayırova,,28480
sxk9w2,41.04767,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34766.0,İstanbul,,,Marmara Bölgesi,,,,Topağacı Mahallesi,,Ümraniye,,27719
sxk18j,41.075134,28.130493,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,Sarten Ambalaj,,,,,34570.0,İstanbul,Kınalı,,Marmara Bölgesi,,D100,,Semizkumlar Mahallesi,,Silivri,,28441
sxk9sr,41.08612,29.020386,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34330.0,İstanbul,,,Marmara Bölgesi,,Ebulula Mardin Caddesi,,Levent Mahallesi,,Beşiktaş,,28468
sxk9mw,41.036682,29.075317,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34682.0,İstanbul,,,Marmara Bölgesi,,Şah Sokağı,,Mehmet Akif Ersoy Mahallesi,,Üsküdar,,28463
sxk6ws,41.245422,28.7677,TR-34,,,,,,,,Türkiye,tr,,,,,,Terminal 1,,,,,,,,,,,,34275.0,İstanbul,,,Marmara Bölgesi,,D020,,İmrahor Mahallesi,,Arnavutköy,,28476
sxk9e1,41.05316,28.965454,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34384.0,İstanbul,,,Marmara Bölgesi,,Sezer Sokağı,,Mahmut Şevket Paşa Mahallesi,,Şişli,,28510
sxk68d,41.234436,28.504028,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Kestanelik Mahallesi,27261
sxk9dq,41.080627,28.932495,TR-34,,Paradise cafe,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34070.0,İstanbul,,,Marmara Bölgesi,,Atilla Sokağı,,Çırçır Mahallesi,,Eyüpsultan,,28486
sxk1wf,41.058655,28.427124,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34534.0,İstanbul,,,Marmara Bölgesi,,,,Celaliye Mahallesi,,Büyükçekmece,,28457
sx7cwq,41.080627,28.053589,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34580.0,İstanbul,Çanta,,Marmara Bölgesi,,D100,,Çanta Balaban Mahallesi,,Silivri,,28358
sxk4pe,41.15204,28.460083,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Kaleiçi Mahallesi,,Çatalca,,26314
sxkbvg,40.932312,29.437866,TR-34,,,,,,,,Türkiye,tr,,,,,,İstanbul Park Servis Alanı,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Akfırat Mahallesi,,Tuzla,Kadıllı Mahallesi,28135
